,organization,city,county,state,lat_long,latitude,longitude
256,Tucson Weekly,Tucson,Pima,AZ,"[32.2226066, -110.9747108]",32.2226066,-110.9747108
257,Au-Authm Action News,Scottsdale,Maricopa,AZ,"[33.4941704, -111.9260519]",33.4941704,-111.9260519
258,Arizona Informant,Phoenix,Maricopa,AZ,"[33.4483771, -112.0740373]",33.4483771,-112.0740373
259,Sahuarita Sun,Green Valley,Pima,AZ,"[31.8542511, -110.9937019]",31.8542511,-110.9937019
260,New Times,Phoenix,Maricopa,AZ,"[33.4483771, -112.0740373]",33.4483771,-112.0740373
261,Daily News-Sun,Sun City,Maricopa,AZ,"[33.5975393, -112.2718239]",33.5975393,-112.2718239
262,Camp Verde Bugle,Camp Verde,Yavapai,AZ,"[34.5636358, -111.8543178]",34.5636358,-111.8543178
263,Williams-Grand Canyon News,Williams,Coconino,AZ,"[37.09024, -95.712891]",37.09024,-95.712891
264,White Mountain Independent,Show Low,Navajo,AZ,"[34.2542084, -110.0298327]",34.2542084,-110.0298327
265,West Valley View,Avondale,Maricopa,AZ,"[33.4355977, -112.3496021]",33.4355977,-112.3496021
266,Town of Paradise Valley Independent,Phoenix,Maricopa,AZ,"[33.4483771, -112.0740373]",33.4483771,-112.0740373
267,Fountain Hill Times The,Fountain Hills,Maricopa,AZ,"[33.6042079, -111.7256936]",33.6042079,-111.7256936
268,Wickenburg Sun,Wickenburg,Maricopa,AZ,"[33.9697664, -112.7301882]",33.9697664,-112.7301882
269,Superior Sun The,Superior,Pinal,AZ,"[37.0373005, -95.6163665]",37.0373005,-95.6163665
270,Payson Roundup,Payson,Gila,AZ,"[34.2308684, -111.3251355]",34.2308684,-111.3251355
271,Camp Verde Journal The,Camp Verde,Yavapai,AZ,"[34.5636358, -111.8543178]",34.5636358,-111.8543178
272,Glendale Star,Glendale,Maricopa,AZ,"[34.1425078, -118.255075]",34.1425078,-118.255075
273,Sun City Independent,Sun City,Maricopa,AZ,"[33.5975393, -112.2718239]",33.5975393,-112.2718239
274,Sedona Red Rock News,Sedona,Yavapai,AZ,"[34.8697395, -111.7609896]",34.8697395,-111.7609896
275,San Pedro Valley News-Sun,Benson,Cochise,AZ,"[31.9678611, -110.2945174]",31.9678611,-110.2945174
276,San Manuel Miner,Kearny,Pinal,AZ,"[40.7684342, -74.1454214]",40.7684342,-74.1454214
277,San Carlos Apache Moccasin,Globe,Gila,AZ,"[37.0877135, -94.5125035]",37.0877135,-94.5125035
278,Prescott Valley Tribune,Chino Valley,Yavapai,AZ,"[34.7575227, -112.4537809]",34.7575227,-112.4537809
279,Peoria Times,Glendale,Maricopa,AZ,"[34.1425078, -118.255075]",34.1425078,-118.255075
280,Parker Pioneer,Parker,La Paz,AZ,"[39.5186002, -104.7613633]",39.5186002,-104.7613633
281,Explorer,Tucson,Pima,AZ,"[32.2226066, -110.9747108]",32.2226066,-110.9747108
282,Scottsdale Independent,Phoenix,Maricopa,AZ,"[33.4483771, -112.0740373]",33.4483771,-112.0740373
283,Queen Creek/San Tan Valley Independent,Queen Creek,Maricopa,AZ,"[33.2486083, -111.6345554]",33.2486083,-111.6345554
284,Nogales International,Nogales,Santa Cruz,AZ,"[31.3403775, -110.9342532]",31.3403775,-110.9342532
285,Lake Powell Chronicle,Page,Coconino,AZ,"[36.91472220000001, -111.4558333]",36.91472220000001,-111.4558333
286,Tribune-News The,Holbrook,Navajo,AZ,"[34.9022482, -110.1581768]",34.9022482,-110.1581768
287,Green Valley News & Sun,Green Valley,Pima,AZ,"[31.8542511, -110.9937019]",31.8542511,-110.9937019
288,Florence Reminder & Blade-Tribune,Florence,Pinal,AZ,"[43.7695604, 11.2558136]",43.7695604,11.2558136
289,Eloy Enterprise,Eloy,Pinal,AZ,"[32.7558962, -111.554844]",32.7558962,-111.554844
290,Eastern Arizona Courier,Safford,Graham,AZ,"[32.8339546, -109.70758]",32.8339546,-109.70758
291,Cottonwood Journal Extra,Cottonwood,Yavapai,AZ,"[29.8182805, -95.41010360000001]",29.8182805,-95.41010360000001
292,Copper Era,Safford,Greenlee,AZ,"[32.8339546, -109.70758]",32.8339546,-109.70758
293,Copper Country News,Globe,Gila,AZ,"[37.0877135, -94.5125035]",37.0877135,-94.5125035
294,Copper Basin News,Kearny,Pinal,AZ,"[40.7684342, -74.1454214]",40.7684342,-74.1454214
295,Coolidge Examiner,Coolidge,Pinal,AZ,"[32.977839, -111.517624]",32.977839,-111.517624
296,Chino Valley Review,Chino Valley,Yavapai,AZ,"[34.7575227, -112.4537809]",34.7575227,-112.4537809
297,Buckeye Valley News,Buckeye,Maricopa,AZ,"[33.3703197, -112.5837766]",33.3703197,-112.5837766
298,Bisbee Observer,Bisbee,Cochise,AZ,"[31.4481547, -109.9284084]",31.4481547,-109.9284084
299,Sun City West Independent,Sun City,Maricopa,AZ,"[33.5975393, -112.2718239]",33.5975393,-112.2718239
300,Arizona Silver Belt,Globe,Gila,AZ,"[37.0877135, -94.5125035]",37.0877135,-94.5125035
301,Arizona Range News,Sierra Vista,Cochise,AZ,"[31.5455001, -110.2772856]",31.5455001,-110.2772856
302,Apache Junction Independent,Apache Junction,Pinal,AZ,"[33.4150485, -111.5495777]",33.4150485,-111.5495777
303,Ajo Copper News,Ajo,Pima,AZ,"[32.3717248, -112.8607099]",32.3717248,-112.8607099
304,Ahwatukee Foothills News,Tempe,Maricopa,AZ,"[33.4255104, -111.9400054]",33.4255104,-111.9400054
305,Verde Independent,Cottonwood,Yavapai,AZ,"[29.8182805, -95.41010360000001]",29.8182805,-95.41010360000001
306,Today's News-Herald,Lake Havasu City,Mohave,AZ,"[34.483901, -114.3224548]",34.483901,-114.3224548
307,Sierra Vista Herald,Sierra Vista,Cochise,AZ,"[31.5455001, -110.2772856]",31.5455001,-110.2772856
308,Daily Courier The,Prescott,Yavapai,AZ,"[34.5400242, -112.4685025]",34.5400242,-112.4685025
309,Mohave Valley Daily News,Bullhead City,Mohave,AZ,"[35.1359386, -114.5285981]",35.1359386,-114.5285981
310,Kingman Daily Miner,Kingman,Mohave,AZ,"[35.189443, -114.0530065]",35.189443,-114.0530065
311,East Valley Tribune,Tempe,Maricopa,AZ,"[33.4255104, -111.9400054]",33.4255104,-111.9400054
312,Douglas Dispatch,Douglas,Cochise,AZ,"[31.3445471, -109.5453447]",31.3445471,-109.5453447
313,Casa Grande Dispatch,Casa Grande,Pinal,AZ,"[32.9110027, -111.7733902]",32.9110027,-111.7733902
314,Arizona Republic,Phoenix,Maricopa,AZ,"[33.4483771, -112.0740373]",33.4483771,-112.0740373
315,Arizona Daily Sun,Flagstaff,Coconino,AZ,"[35.1982836, -111.651302]",35.1982836,-111.651302
316,Arizona Daily Star,Tucson,Pima,AZ,"[32.2226066, -110.9747108]",32.2226066,-110.9747108
317,Times-Advocate,Escondido,San Diego,CA,"[33.1192068, -117.086421]",33.1192068,-117.086421
318,Thousand Oaks Acorn,Agoura Hills,Los Angeles,CA,"[34.1533395, -118.7616764]",34.1533395,-118.7616764
319,Simi Valley Acorn,Agoura Hills,Los Angeles,CA,"[34.1533395, -118.7616764]",34.1533395,-118.7616764
320,Mountain View Voice,Palo Alto,Santa Clara,CA,"[37.4418834, -122.1430195]",37.4418834,-122.1430195
321,Moorpark Acorn,Camarillo,Ventura,CA,"[34.2163937, -119.0376023]",34.2163937,-119.0376023
322,Camarillo Acorn,Camarillo,Ventura,CA,"[34.2163937, -119.0376023]",34.2163937,-119.0376023
323,Mercury News,San Jose,Santa Clara,CA,"[37.3382082, -121.8863286]",37.3382082,-121.8863286
324,East Bay Times,Walnut Creek,Contra Costa,CA,"[37.9100783, -122.0651819]",37.9100783,-122.0651819
325,San Diego Union-Tribune,San Diego,San Diego,CA,"[32.715738, -117.1610838]",32.715738,-117.1610838
326,Sierra Sun,Truckee,Nevada,CA,"[39.327962, -120.1832533]",39.327962,-120.1832533
327,El Mensajero,San Francisco,San Francisco,CA,"[37.7749295, -122.4194155]",37.7749295,-122.4194155
328,California Voice,San Francisco,San Francisco,CA,"[37.7749295, -122.4194155]",37.7749295,-122.4194155
329,Dana Point News,Santa Ana,Orange,CA,"[33.7454725, -117.867653]",33.7454725,-117.867653
330,Solana Beach Sun,Solana Beach,San Diego,CA,"[32.991155, -117.2711481]",32.991155,-117.2711481
331,Los Angeles Wave - West Edition,Los Angeles,Los Angeles,CA,"[34.0522342, -118.2436849]",34.0522342,-118.2436849
332,Los Angeles Wave - Press,Los Angeles,Los Angeles,CA,"[34.0522342, -118.2436849]",34.0522342,-118.2436849
333,Los Angeles Wave - Northeast Edition,Los Angeles,Los Angeles,CA,"[34.0522342, -118.2436849]",34.0522342,-118.2436849
334,Los Angeles Wave - Lynnwood Press,Los Angeles,Los Angeles,CA,"[34.0522342, -118.2436849]",34.0522342,-118.2436849
335,Los Angeles Wave - Herald American,Los Angeles,Los Angeles,CA,"[34.0522342, -118.2436849]",34.0522342,-118.2436849
336,Los Angeles Wave - East Edition,Los Angeles,Los Angeles,CA,"[34.0522342, -118.2436849]",34.0522342,-118.2436849
337,Los Angeles Wave - Culver City Star,Los Angeles,Los Angeles,CA,"[34.0522342, -118.2436849]",34.0522342,-118.2436849
338,Los Angeles Independent,Los Angeles,Los Angeles,CA,"[34.0522342, -118.2436849]",34.0522342,-118.2436849
339,Redwood Times,Garberville,Humboldt,CA,"[40.1000828, -123.7949199]",40.1000828,-123.7949199
340,Encinitas Advocate,Solana Beach,San Diego,CA,"[32.991155, -117.2711481]",32.991155,-117.2711481
341,Berkeley Voice The,Richmond,Alameda,CA,"[37.5407246, -77.4360481]",37.5407246,-77.4360481
342,Weed Press,Mount Shasta,Siskiyou,CA,"[41.3098746, -122.3105666]",41.3098746,-122.3105666
343,Lamorinda Sun,Walnut Creek,Contra Costa,CA,"[37.9100783, -122.0651819]",37.9100783,-122.0651819
344,Monterey County Weekly,Seaside,Monterey,CA,"[30.3216504, -86.1429286]",30.3216504,-86.1429286
345,North Bay Bohemian,Santa Rosa,Sonoma,CA,"[38.440429, -122.7140548]",38.440429,-122.7140548
346,Santa Monica Daily Press,Santa Monica,Los Angeles,CA,"[34.0194543, -118.4911912]",34.0194543,-118.4911912
347,Santa Maria Sun,Santa Maria,Santa Barbara,CA,"[34.9530337, -120.4357191]",34.9530337,-120.4357191
348,Metro Santa Cruz,Santa Cruz,Santa Cruz,CA,"[36.9741171, -122.0307963]",36.9741171,-122.0307963
349,Santa Barbara Independent,Santa Barbara,Santa Barbara,CA,"[34.4208305, -119.6981901]",34.4208305,-119.6981901
350,Pacific Sun,San Rafael,Marin,CA,"[37.9735346, -122.5310874]",37.9735346,-122.5310874
351,San Mateo Daily Journal,San Mateo,San Mateo,CA,"[37.5629917, -122.3255254]",37.5629917,-122.3255254
352,Carlesbad Sun,San Marcos,San Diego,CA,"[29.8832749, -97.9413941]",29.8832749,-97.9413941
353,New Times,San Luis Obispo,San Luis Obispo,CA,"[35.2827524, -120.6596156]",35.2827524,-120.6596156
354,Metro,San Jose,Santa Clara,CA,"[37.3382082, -121.8863286]",37.3382082,-121.8863286
355,SF Weekly,San Francisco,San Francisco,CA,"[37.7749295, -122.4194155]",37.7749295,-122.4194155
356,San Francisco Bay View,San Francisco,San Francisco,CA,"[37.7749295, -122.4194155]",37.7749295,-122.4194155
357,Metro Reporter,San Francisco,San Francisco,CA,"[37.7749295, -122.4194155]",37.7749295,-122.4194155
358,San Diego Voice and Viewpoint,San Diego,San Diego,CA,"[32.715738, -117.1610838]",32.715738,-117.1610838
359,San Diego Uptown News,San Diego,San Diego,CA,"[32.715738, -117.1610838]",32.715738,-117.1610838
360,San Diego Reader,San Diego,San Diego,CA,"[32.715738, -117.1610838]",32.715738,-117.1610838
361,San Bernandino American News The,Victorville,San Bernardino,CA,"[34.5362184, -117.2927641]",34.5362184,-117.2927641
362,Precinct Reporter,San Bernardino,San Bernardino,CA,"[34.1083449, -117.2897652]",34.1083449,-117.2897652
363,Sacramento Observer,Sacramento,Sacramento,CA,"[38.5815719, -121.4943996]",38.5815719,-121.4943996
364,Sacramento News and Review,Sacramento,Sacramento,CA,"[38.5815719, -121.4943996]",38.5815719,-121.4943996
365,Black Voice News,Riverside,Riverside,CA,"[33.9806005, -117.3754942]",33.9806005,-117.3754942
366,Richmond Post,Oakland,Contra Costa,CA,"[37.8043514, -122.2711639]",37.8043514,-122.2711639
367,Pleasanton Weekly,Pleasanton,Alameda,CA,"[37.6604484, -121.8757968]",37.6604484,-121.8757968
368,Village Life,Placerville,El Dorado,CA,"[38.7296252, -120.798546]",38.7296252,-120.798546
369,Pasadena Journal-News,Pasadena,Los Angeles,CA,"[34.1477849, -118.1445155]",34.1477849,-118.1445155
370,Palo Alto Weekly,Palo Alto,Santa Clara,CA,"[37.4418834, -122.1430195]",37.4418834,-122.1430195
371,Nuestra Gente,Ontario,San Bernardino,CA,"[51.253775, -85.323214]",51.253775,-85.323214
372,Marin County Post,Oakland,Alameda,CA,"[37.8043514, -122.2711639]",37.8043514,-122.2711639
373,East Bay Express,Oakland,Alameda,CA,"[37.8043514, -122.2711639]",37.8043514,-122.2711639
374,American Canyon Eagle,Napa,Napa,CA,"[36.7567292, -95.9373265]",36.7567292,-95.9373265
375,Los Angeles Sentinel,Los Angeles,Los Angeles,CA,"[34.0522342, -118.2436849]",34.0522342,-118.2436849
376,LA Watts Times,Los Angeles,Los Angeles,CA,"[34.0522342, -118.2436849]",34.0522342,-118.2436849
377,Los Altos Town Crier,Los Altos,Santa Clara,CA,"[37.3852183, -122.1141298]",37.3852183,-122.1141298
378,San Diego Suburban News,La Jolla,San Diego,CA,"[32.8328112, -117.2712717]",32.8328112,-117.2712717
379,Log Newspaper The,Fountain Valley,Orange,CA,"[33.7090212, -117.9544069]",33.7090212,-117.9544069
380,Imperial Beach Eagle and Times,Coronado,San Diego,CA,"[32.6858853, -117.1830891]",32.6858853,-117.1830891
381,Imperial Valley Weekly,Holtville,Imperial,CA,"[32.8111612, -115.3802643]",32.8111612,-115.3802643
382,Easy Reader,Hermosa Beach,Los Angeles,CA,"[33.8622366, -118.3995194]",33.8622366,-118.3995194
383,Clovis Independent,Fresno,Fresno,CA,"[36.7377981, -119.7871247]",36.7377981,-119.7871247
384,California Advocate,Fresno,Fresno,CA,"[36.7377981, -119.7871247]",36.7377981,-119.7871247
385,Mountain Echo,Fall River Mills,Shasta,CA,"[41.0046076, -121.4383139]",41.0046076,-121.4383139
386,North Coast Journal,Eureka,Humboldt,CA,"[37.8239167, -96.2891703]",37.8239167,-96.2891703
387,Adelante Valle,El Centro,Imperial,CA,"[32.77976, -96.805331]",32.77976,-96.805331
388,Dunsmuir News,Mount Shasta,Siskiyou,CA,"[41.3098746, -122.3105666]",41.3098746,-122.3105666
389,Inland Empire Weekly,Corona,Riverside,CA,"[33.8752935, -117.5664384]",33.8752935,-117.5664384
390,Compton Bulletin,Compton,Los Angeles,CA,"[33.8958492, -118.2200712]",33.8958492,-118.2200712
391,Chico News and Review,Chico,Butte,CA,"[39.7284944, -121.8374777]",39.7284944,-121.8374777
392,Desert Post Weekly,Palm Springs,Riverside,CA,"[33.8302961, -116.5452921]",33.8302961,-116.5452921
393,Bakersfield News Observer,Bakersfield,Kern,CA,"[35.3732921, -119.0187125]",35.3732921,-119.0187125
394,La Habra Star,Anaheim,Orange,CA,"[33.8365932, -117.9143012]",33.8365932,-117.9143012
395,Anaheim Hills News,Anaheim,Orange,CA,"[33.8365932, -117.9143012]",33.8365932,-117.9143012
396,Piedmonter,Alameda,Alameda,CA,"[37.7798721, -122.2821855]",37.7798721,-122.2821855
397,Victorville Post Express,Victorville,San Bernardino,CA,"[34.5362184, -117.2927641]",34.5362184,-117.2927641
398,Adelanto Bulletin,Adelanto,San Bernardino,CA,"[34.5827699, -117.409215]",34.5827699,-117.409215
399,El Dorado Hills Telegraph,Roseville,Sacramento,CA,"[38.7521235, -121.2880059]",38.7521235,-121.2880059
400,Hoy Los Angeles,Los Angeles,Los Angeles,CA,"[34.0522342, -118.2436849]",34.0522342,-118.2436849
401,Santa Monica Observer,Santa Monica,Los Angeles,CA,"[34.0194543, -118.4911912]",34.0194543,-118.4911912
402,San Fernando Valley Sun,San Fernando,Los Angeles,CA,"[34.2819461, -118.4389719]",34.2819461,-118.4389719
403,Blue Pacific News,Santa Monica,Los Angeles,CA,"[34.0194543, -118.4911912]",34.0194543,-118.4911912
404,Culver City News,Culver City,Los Angeles,CA,"[34.0211224, -118.3964665]",34.0211224,-118.3964665
405,Sentinel Weekly News,Corona,Riverside,CA,"[33.8752935, -117.5664384]",33.8752935,-117.5664384
406,OC Weekly,Fountain Valley,Orange,CA,"[33.7090212, -117.9544069]",33.7090212,-117.9544069
407,LA Weekly,Culver City,Los Angeles,CA,"[34.0211224, -118.3964665]",34.0211224,-118.3964665
408,Culver City Observer,Culver City,Los Angeles,CA,"[34.0211224, -118.3964665]",34.0211224,-118.3964665
409,Record Gazette,Banning,Riverside,CA,"[33.9255713, -116.8764103]",33.9255713,-116.8764103
410,Valley Chronicle,Hemet,Riverside,CA,"[33.7475203, -116.9719684]",33.7475203,-116.9719684
411,Fontana Herald News,Fontana,San Bernardino,CA,"[34.0922335, -117.435048]",34.0922335,-117.435048
412,Grizzly Weekender,Big Bear Lake,San Bernardino,CA,"[34.2438963, -116.9114215]",34.2438963,-116.9114215
413,Alpine Sun The,Alpine,San Diego,CA,"[32.8350521, -116.7664109]",32.8350521,-116.7664109
414,Anaheim Bulletin,Santa Ana,Orange,CA,"[33.7454725, -117.867653]",33.7454725,-117.867653
415,Beach Reporter,Manhattan Beach,Los Angeles,CA,"[33.8847361, -118.4109089]",33.8847361,-118.4109089
416,Vernon Sun,Vernon,Los Angeles,CA,"[34.003903, -118.230073]",34.003903,-118.230073
417,City Terrace Comet,Los Angeles,Los Angeles,CA,"[34.0522342, -118.2436849]",34.0522342,-118.2436849
418,La Jolla Light,La Jolla,San Diego,CA,"[32.8328112, -117.2712717]",32.8328112,-117.2712717
419,Del Mar Times,Solana Beach,San Diego,CA,"[32.991155, -117.2711481]",32.991155,-117.2711481
420,Livingston Chronicle,Merced,Merced,CA,"[37.3021632, -120.4829677]",37.3021632,-120.4829677
421,Almaden Resident,San Jose,Santa Clara,CA,"[37.3382082, -121.8863286]",37.3382082,-121.8863286
422,Rose Garden Resident,San Jose,Santa Clara,CA,"[37.3382082, -121.8863286]",37.3382082,-121.8863286
423,La Jolla Village News,San Diego,San Diego,CA,"[32.715738, -117.1610838]",32.715738,-117.1610838
424,Yucaipa and Calimesa News-Mirror,Yucaipa,San Bernardino,CA,"[34.033625, -117.0430865]",34.033625,-117.0430865
425,Yorba Linda Star,Santa Ana,Orange,CA,"[33.7454725, -117.867653]",33.7454725,-117.867653
426,Wyvernwood Chronicle,Los Angeles,Los Angeles,CA,"[34.0522342, -118.2436849]",34.0522342,-118.2436849
427,Winton Times,Winton,Merced,CA,"[37.389383, -120.6132516]",37.389383,-120.6132516
428,Winters Express,Winters,Yolo,CA,"[38.5249065, -121.9708017]",38.5249065,-121.9708017
429,Willows Journal,Willows,Glenn,CA,"[36.7384905, -95.9155711]",36.7384905,-95.9155711
430,Willow Glen Resident,San Jose,Santa Clara,CA,"[37.3382082, -121.8863286]",37.3382082,-121.8863286
431,Westwood Pinepress,Susanville,Lassen,CA,"[40.4162842, -120.6530063]",40.4162842,-120.6530063
432,Westminster Herald,Garden Grove,Orange,CA,"[33.7742692, -117.9379952]",33.7742692,-117.9379952
433,West Covina Highlander,West Covina,Los Angeles,CA,"[34.0686208, -117.9389526]",34.0686208,-117.9389526
434,Waterford News,Waterford,Stanislaus,CA,"[42.6907443, -83.4066132]",42.6907443,-83.4066132
435,Walnut Highlander,West Covina,Los Angeles,CA,"[34.0686208, -117.9389526]",34.0686208,-117.9389526
436,Ventura County Reporter,Ventura,Ventura,CA,"[34.2804923, -119.2945199]",34.2804923,-119.2945199
437,Valley Roadrunner,Valley Center,San Diego,CA,"[33.2183701, -117.0341967]",33.2183701,-117.0341967
438,Salinas Valley Weekly,Monterey,Monterey,CA,"[36.6002378, -121.8946761]",36.6002378,-121.8946761
439,Uptown San Diego Examiner,San Diego,San Diego,CA,"[32.715738, -117.1610838]",32.715738,-117.1610838
440,Twin Cities Times,Novato,Marin,CA,"[38.1074198, -122.5697032]",38.1074198,-122.5697032
441,Tuesday Review,Newman,Merced,CA,"[37.09024, -95.712891]",37.09024,-95.712891
442,Trinity Journal,Weaverville,Trinity,CA,"[35.6970547, -82.5606851]",35.6970547,-82.5606851
443,Windsor Times The,Healdsburg,Sonoma,CA,"[38.6104658, -122.8691609]",38.6104658,-122.8691609
444,West Side Index,Newman,Stanislaus,CA,"[37.09024, -95.712891]",37.09024,-95.712891
445,Weekly Calistogan,Calistoga,Napa,CA,"[38.5787965, -122.5797054]",38.5787965,-122.5797054
446,Tustin News The,Santa Ana,Orange,CA,"[33.7454725, -117.867653]",33.7454725,-117.867653
447,Sun,Rossmoor,Orange,CA,"[37.8716558, -122.0780632]",37.8716558,-122.0780632
448,Riverbank News The,Oakdale,Stanislaus,CA,"[37.7665947, -120.8471545]",37.7665947,-120.8471545
449,River News-Herald and Isleton Journal The,Rio Vista,Sacramento,CA,"[38.1557502, -121.6913439]",38.1557502,-121.6913439
450,Ripon Record,Ripon,San Joaquin,CA,"[43.8422049, -88.8359447]",43.8422049,-88.8359447
451,Reedley Exponent,Reedley,Fresno,CA,"[36.5963395, -119.4504029]",36.5963395,-119.4504029
452,Placer Herald,Rocklin,Placer,CA,"[38.7907339, -121.2357828]",38.7907339,-121.2357828
453,Pinnacle,Hollister,San Benito,CA,"[36.06309600000001, -95.881996]",36.06309600000001,-95.881996
454,Perris Progress,Perris,Riverside,CA,"[33.7825194, -117.2286478]",33.7825194,-117.2286478
455,Paramount Journal The,Paramount,Los Angeles,CA,"[30.269451, -97.7421239]",30.269451,-97.7421239
456,News-Ledger,West Sacramento,Yolo,CA,"[38.5804609, -121.530234]",38.5804609,-121.530234
457,News Review The,Ridgecrest,Kern,CA,"[35.6224561, -117.6708966]",35.6224561,-117.6708966
458,Mountain Messenger The,Downieville,Sierra,CA,"[39.5595198, -120.8276966]",39.5595198,-120.8276966
459,Montclarion The,Alameda,Alameda,CA,"[37.7798721, -122.2821855]",37.7798721,-122.2821855
460,Mendocino Beacon The,Fort Bragg,Mendocino,CA,"[35.1414552, -79.0079949]",35.1414552,-79.0079949
